77,2023-03-10,07:43:37, ,"We are are aware of some power outages affecting Honley, South Crosland and Crosland Moor.
Follow @Northpowergrid for updates."
78,2023-03-10,07:38:43,DL10,@Northpowergrid Power off in DL10?
79,2023-03-10,07:36:35,HD4 5,@Northpowergrid #powercut since 01.50 in HD4 5 your text says fixed by noon. #BeaumontPark Running out of battery power. After 6 hours. #Huddersfield
80,2023-03-10,07:36:31, ,@Northpowergrid Thank you
81,2023-03-10,06:53:03,RT,"RT @Northpowergrid: Hi to our customers in #S36. Weather conditions have caused delays to our restoration time, #TeamPowergrid are working…"
82,2023-03-10,06:44:20, ,@Northpowergrid it’s absolutely shocking no power when the prices have gone high what the Fuck we paying for obviously not to maintain and upgrade the supply lines
83,2023-03-10,06:33:02,HD4,"@Northpowergrid Morning, any update on the power cut in HD4? Thanks"
84,2023-03-10,05:03:01,HD4,@Northpowergrid HD4 has no power
85,2023-03-10,03:23:45,HD4 7DA,@Northpowergrid Can’t call at the moment. HD4 7DA. Still no power.
86,2023-03-10,01:52:38,BD11 1LU,@Northpowergrid power cut at BD11 1LU
87,2023-03-10,01:41:21, ,"@Northpowergrid short power cut in s10 a few mins ago, lights are now kinda flickery, is there a problem?"
88,2023-03-10,01:16:19, ,@Northpowergrid Anyone able to reply? Would be very grateful. Thanks.
89,2023-03-10,01:14:59,S36,@Northpowergrid Any news on the power cut in S36?
90,2023-03-10,01:10:08, ,@Northpowergrid Power has been off for last hour in s36
91,2023-03-10,00:47:00, ,@Northpowergrid Please can you confirm that the power is not yet restored. Thanks.
92,2023-03-10,00:30:27, ,@Northpowergrid Street lamps not back on down our street doesn’t look like any power is back. It came on for about 30 seconds 10 mins ago but has gone off again.
93,2023-03-10,00:28:07, ,@Northpowergrid It isn’t
94,2023-03-10,00:08:20,HD4,@Northpowergrid Evening again. Any updates on HD4 power outage? Thanks.
95,2023-03-09,23:43:44, ,"Woo @Northpowergrid you are making me feel like a survivalist! As you sent this, the power went out again! https://t.co/Gu5kuagLgI"
96,2023-03-09,23:30:30,HD9 7BL,@Northpowergrid Power cut HD9 7BL
97,2023-03-09,22:58:39, ,@Northpowergrid Thanks very much Simon. Appreciate your reply. Cheers.
98,2023-03-09,22:41:44,NE16,@Northpowergrid do you know why a Northern Powergrid workman is drilling holes all over the path at 22.40 in NE16?
99,2023-03-09,22:26:10,HD4 7DA,@Northpowergrid Power has gone off in HD4 7DA. Not sure if you are already aware.
100,2023-03-09,18:54:23, ,@ProfessorYitka @Northpowergrid Hope you get it sorted out soon ☺️ that's terrible power is cutting especially in these freezing conditions
101,2023-03-09,18:27:46,RT,"RT @Northpowergrid: ❄️🌨️We're continuing to watch the forecast for snow and ice across our operating areas, however, at this stage we haven…"
102,2023-03-09,18:26:26,RT,"RT @ProfessorYitka: @Northpowergrid  in less than two months,another power cut in the same place as the previous ones have been, near Bisho…"
103,2023-03-09,18:11:45, ,"@Northpowergrid  in less than two months,another power cut in the same place as the previous ones have been, near Bishop Auckland tThis is ridiculous! We’ve been without power for four hours and now you say 1:30 a.m. what are you doing to help us? We’re cold"
104,2023-03-09,17:07:13,PPCL,@Niobium_Nb @CSPuducherry💱PPCL💲@pgcilindia @OfficialJipmer @HPCL @mnreindia @RajKSinghIndia @collr_karaikal @TANGEDCO_Offcl @Northpowergrid💱@utofpuducherry @ctaxpuducherry💲@powergridintl @nlcindialimited @nsitharaman @nitpyofficial @GurmeetSinghVC @SubColl_Pudcy @DDKisanChannel @PMOIndia
105,2023-03-09,13:00:36,S8 0UH,"@Northpowergrid @ArundelsofN @MRaoufNES @PeterG4NES2019 Hello, it's S8 0UH, lights out on new signs installed at either side of the railway bridge on Little London Rd, plus Rydal Rd. It's a recently installed active travel scheme to prioritise pedestrians and cyclists."
106,2023-03-09,12:44:38,RT,"RT @Northpowergrid: ❄️With the forecast snow and ice due to hit our region today and tomorrow (Friday), it's a good idea to make sure you'r…"
107,2023-03-09,12:06:46,I,@sccstreetsahead @ArundelsofN @PeterG4NES2019 @Northpowergrid Thanks for raising this @ArundelsN . I'll give @sccstreetsahead and @Northpowergrid until the weekedn to respond before escalating further. Though they really should have been done by now
108,2023-03-09,12:04:09, ,@ArundelsofN @MRaoufNES @PeterG4NES2019 Hello @Northpowergrid do you have an update on when the supply to these lights might be completed? Thank you.
109,2023-03-09,11:42:29,BD16 2HT,@Northpowergrid No power on Main Street Bingley BD16 2HT. Any ideas how long it will be off please guys ?
110,2023-03-09,11:20:28,RT,RT @Northpowergrid: #Powercut in #S36 affecting 220 customers. #TeamPowergrid are working hard to restore power and estimate to have all cu…
111,2023-03-09,11:19:11,RT,RT @Northpowergrid: #Powercut in #S36 affecting 220 customers. #TeamPowergrid are working hard to restore power and estimate to have all cu…
112,2023-03-09,11:15:34,RT,RT @Northpowergrid: Did you know if you rely on electricity for medical reasons you're eligible to join our free Priority Services Membersh…
113,2023-03-09,10:34:46,RT,"RT @Northpowergrid: Our Customer Support Vehicle is on site supporting customers affected by the power cut in Newcastle.  

We are located…"
114,2023-03-09,10:04:26, ,@Northpowergrid Thanks
115,2023-03-09,09:54:40, ,@Northpowergrid Power has just gone again
116,2023-03-09,09:43:34, ,"@Northpowergrid Here is a precise what3words address, made of 3 random words. Every 3 metre square in the world has its own unique what3words address.

///teeth.lights.lobby
https://t.co/1thduCLyCO"
117,2023-03-09,08:24:36,RT,RT @HeartYorkNews: #Powercut in #HX3 affecting 710 properties. #TeamPowergrid from @Northpowergrid say they are working to restore power an…
118,2023-03-09,08:16:01,HX3,"#Powercut in #HX3 affecting 710 properties. #TeamPowergrid from @Northpowergrid say they are working to restore power and estimate it will be restored by 9:30 am. 
#CapitalReports https://t.co/9U7RNQMJzq"
119,2023-03-09,08:15:46,HX3,"#Powercut in #HX3 affecting 710 properties. #TeamPowergrid from @Northpowergrid say they are working to restore power and estimate it will be restored by 9:30 am. 
#HeartNews https://t.co/EZd6iIZOsy"
120,2023-03-09,07:59:08,RT,RT @Northpowergrid: #Powercut in #HX3 affecting 710 customers. #TeamPowergrid are working hard to restore power and estimate to have all cu…
121,2023-03-09,06:58:50, ,@Northpowergrid Thanks for the reply Paul
122,2023-03-09,06:49:18,DN3 2JG,@Northpowergrid Morning! Can you please check if there’s been a power failure in the DN3 2JG area?
123,2023-03-09,06:09:29,RT,"RT @Northpowergrid: If you're vulnerable, have children under 5, or pension age, join our free Priority Services Membership for additional…"
124,2023-03-08,20:48:57, ,"@Northpowergrid Hi Michael, power has just been restored, thank you :)"
125,2023-03-08,18:27:16,I,"Can see @Northpowergrid working away, but my power has been off all day and will be till 9pm, I'm freezing and had to fork out for a takeaway. Sick of the power around here."
126,2023-03-08,16:53:12,NE16,"@Northpowergrid nice one, yet another power cut in NE16 on a freezing day. Perhaps more investment in maintenance programmes and less focus on maximising profits would be helpful."
127,2023-03-08,16:14:10, ,@Northpowergrid seriously you cut off our power on the coldest day of the year so no way to heat our house!!! @BBCRadioLincs
128,2023-03-08,14:07:50,RT,"RT @Northpowergrid: 👩‍💻💻Next up to share her story for International Women's Day is Kat Cameron, Head of Digitalisation. Kat is responsible…"
129,2023-03-08,12:32:29, ,@Northpowergrid https://t.co/Qo6WNgpacy
130,2023-03-08,12:12:52,RT,RT @Northpowergrid: #Powercut in #YO61 affecting 850 customers. #TeamPowergrid are working hard to restore power and estimate to have all c…
131,2023-03-08,11:24:23,RT,RT @Stewchat: Seems the #StormArwen investigation changed little at @Northpowergrid . Website stated 90% power back on by 0815. Its not. Ju…
132,2023-03-08,11:22:13,RT,RT @Northpowergrid: 👷‍♀️Today is International Women's Day. We're proud to #EmbraceEquity and celebrate women in the energy sector. Learn f…
133,2023-03-08,11:07:24,RT,"RT @Stewchat: Dejavu. -4° and at 0615 as we get up for work, a Powercut. Its like the dark ages. No doubt we'll get more lies and false inf…"
134,2023-03-08,10:50:19,RT,RT @Northpowergrid: #Powercut in #DL13 affecting 180 customers. #TeamPowergrid are working hard to restore power and estimate to have all c…
135,2023-03-08,10:48:52,RT,RT @Stewchat: Seems the #StormArwen investigation changed little at @Northpowergrid . Website stated 90% power back on by 0815. Its not. Ju…
136,2023-03-08,10:14:45, ,Hi @Northpowergrid appalling this number not in use ? https://t.co/jMMhIifch4
137,2023-03-08,09:57:10,LN7 6AA,@Northpowergrid just received an e mail telling me the planned power outage for Nettleton LN7 6AA is going ahead today. First heard of it so not really planned!
138,2023-03-08,09:00:39, ,"Works Coordinator required by @Northpowergrid in Brigg

See: https://t.co/Y47zvP6A79

Closing Date is 17 March 📆

#GrimsbyJobs #ScunthorpeJobs #EnergyJobs https://t.co/vBlgvVncHb"
139,2023-03-08,08:40:59, ,@Northpowergrid Is that the same reason lots of other areas in the North East have been going off in the last 24 hours as well?
140,2023-03-08,08:37:01,RT,RT @Stewchat: Seems the #StormArwen investigation changed little at @Northpowergrid . Website stated 90% power back on by 0815. Its not. Ju…
141,2023-03-08,08:23:14, ,Seems the #StormArwen investigation changed little at @Northpowergrid . Website stated 90% power back on by 0815. Its not. Just lies and fob offs with zero community care. @BBCNews https://t.co/Bp8weT3Dxq
142,2023-03-08,08:21:59,I,"@Northpowergrid Why does it look like rolling blackouts across the region?
I'm in yo17 we have no water has pipes are frozen and now no electricity so no heating.
Seems the full region as been going off at different times."
143,2023-03-08,08:07:16,RT,"RT @Stewchat: Dejavu. -4° and at 0615 as we get up for work, a Powercut. Its like the dark ages. No doubt we'll get more lies and false inf…"
144,2023-03-08,07:45:06, ,@Stewchat @Northpowergrid Hope you get your power back soon
145,2023-03-08,07:33:08,RT,RT @Northpowergrid: #Powercut in #YO17 affecting 100 customers. #TeamPowergrid are working hard to restore power and estimate to have all c…
146,2023-03-08,07:14:49, ,"Dejavu. -4° and at 0615 as we get up for work, a Powercut. Its like the dark ages. No doubt we'll get more lies and false info from @Northpowergrid . #Northumberland life."
147,2023-03-08,07:12:12, ,@Northpowergrid Who is your favourite power ranger?
148,2023-03-07,21:45:07, ,@Northpowergrid Can you elaborate on what's actually happened?
149,2023-03-07,21:36:34, ,@Northpowergrid Is 10:00 still likely? Got alot to do but can't with no power
150,2023-03-07,17:12:04, ,@Northpowergrid @NorthLincsCNews Thanks Kevin at least you gave us an answer 👍
151,2023-03-07,17:05:40,RT,RT @Northpowergrid: The forecast snow started to hit the region through the night and we are pleased to say fault levels across our region…
152,2023-03-07,16:39:28,OFGEM,"@Northpowergrid @NorthLincsCNews reported fault on the 12 Feb you have 20 days to rectify faults under the OFGEM agreement you've failed ref 230213-003150 rang for an update told to ring NLC, rang NLC ring Northern power yet the street remains unsafe for pedestrian's in the dark."
153,2023-03-07,16:05:56,YO8,@Northpowergrid Any update on YO8 power cut situation?
154,2023-03-07,15:21:34,NCW2023,"@AheadP_ship @Northpowergrid Don’t forget there’s a whole floor of #greencareers opportunities , content and resources on the @CareersWeek Virtual Careers Fair #NCW2023"
155,2023-03-07,15:20:21,RT,"RT @AheadP_ship: We loved being at Netherhall Learning Campus today with @Northpowergrid, talking #NetZero and #Careers. Big shout out to #…"
156,2023-03-07,15:15:00,NCW2023,"We loved being at Netherhall Learning Campus today with @Northpowergrid, talking #NetZero and #Careers. Big shout out to #teamgreentree who learned about clean energy and suggested planting trees #NCW2023 https://t.co/w9CMa3skjk"
157,2023-03-07,14:10:49,I,@Northpowergrid Thank you. I’ve sent you the details by DM. 🤞🏼 it comes on sooner rather than later
158,2023-03-07,13:56:23,ETA,"@Northpowergrid No camera, best is illustrated below.. 
Spoken to em, no ETA. Am fortunate in that don't need to go out today, however with both pavements blocked it makes any pedestrian passage difficult to impossible. Mostly just seems a lack of thought. https://t.co/PLanPET6p0"
159,2023-03-07,13:42:23,I,@Northpowergrid I’ve had a message advising of the time. But thank you for getting back to me
160,2023-03-07,13:30:26, ,@Northpowergrid Can you advise when power in wf3 will be back on!!
161,2023-03-07,13:19:25, ,"@Northpowergrid Hi - your lads and the Murphy Utilities ones working at Pasture Crescent in Filey need to rethink how they've parked the vans. 
Blocking drives and both pavements, turning a narrow road into a hazard, seemingly to save themselves a slightly longer walk."
162,2023-03-07,13:16:56,YO8,@Northpowergrid Hemingbrough YO8 power is back on but us at YO8 6TQ are still waiting. Is 4pm a definite? I need to know for my babies bottle situation. Thanks.
163,2023-03-07,13:11:06, ,@Northpowergrid 👍🏻
164,2023-03-07,12:44:11,NE46,"@Northpowergrid Sorry it was NE46 not 45 and it was cancelled yesterday, apparently 👍🏻"
165,2023-03-07,11:57:11, ,@Northpowergrid Mine isn’t!
166,2023-03-07,09:51:00,NE45 4EU,"@Northpowergrid We are in NE45 4EU on standby with a generator for a planned power cut between 9 and 3, is this still happening?"
167,2023-03-07,09:05:58, ,It’s not only the @metoffice who provide advice to the public about severe weather. Great to see @Northpowergrid being proactive sending messages to customers about #preparedness #WeatherAware #beprepared https://t.co/6HFVmgcPOE
168,2023-03-07,08:15:51,RT,"RT @noelplum: Just got an email from @Northpowergrid  disturbingly warning me about ""yellow snow"" 🤣🤣🤣
Disappointingly there was no referenc…"
169,2023-03-07,07:13:37,A,A very big shout out to the brilliant people @Northpowergrid   who fixed our problem- when you think a fuse has blown around 6pm …infact your house has its own personal power cut - 1am power back on just a rather large hole in the drive ! at 7am more men arrive to fill it in 👏 https://t.co/f5up8PuZH0
170,2023-03-06,21:02:27, ,"@Northpowergrid hi, is this correct and from you please? https://t.co/sNIQfPsI2p"
171,2023-03-06,20:50:34, ,@Northpowergrid don’t eat the snow 😂😂 https://t.co/ogonzDIzDX
172,2023-03-06,20:46:32,I,@Northpowergrid I think you may want to re-phrase your subject line. Never touch the Yellow Snow. 🤣 https://t.co/O9HtWMpIQO
173,2023-03-06,19:38:19,I,"@Northpowergrid have emailed me with a ""Met Office Yellow Snow and Ice Alert""

I never eat yellow snow, but thanks for the tip off."
174,2023-03-06,19:17:51, ,"Just got an email from @Northpowergrid  disturbingly warning me about ""yellow snow"" 🤣🤣🤣
Disappointingly there was no reference inside to not eating it! https://t.co/Amjm3aP74n"
175,2023-03-06,18:50:37,I,"Loving my 'Yellow Snow and Ice' alert from @Northpowergrid....Guys, I know to stay away from it..."
176,2023-03-06,18:49:57,I,@Northpowergrid Can I suggest that you use some of your vast profit to invest in infrastructure and stop threatening us with power cuts?  #powergrid #Greed
177,2023-03-06,18:40:08, ,"@ChilliAndMayo Aye well, @Northpowergrid is a profit orientated private company. They're pocketing the vast monies they make from us and failing to invest in infrastructure.  @UKLabour You're going to have to fix this after the election!"
178,2023-03-06,18:29:29, ,@Northpowergrid @metoffice better watch out for that yellow snow eh boys. https://t.co/E8fezsVOyC
179,2023-03-06,17:25:16,I,"I'm sorry if anyone actually has a power outage at the moment... However, it really made me giggle cos yellow snow is not acceptable at any time 😉
@Northpowergrid #NorthernPowergrid https://t.co/GN8HBumgzH"
180,2023-03-06,17:16:37, ,"Errrr...thanks?
@Northpowergrid https://t.co/pSt7PI2V9P"
181,2023-03-06,17:07:14,RT,RT @Northpowergrid: We're now tracking two weather fronts for snow and ice; the first across the North Eastern coast until Wednesday mornin…
182,2023-03-06,16:55:10,NOT,"⚠️ Yellow snow alert! ⚠️
For those not already in the know, do NOT eat it!
@Northpowergrid https://t.co/HE43rXAeJU"
183,2023-03-06,16:42:18, ,@Northpowergrid link not working ....?
184,2023-03-06,16:41:20,RT,RT @Northpowergrid: We're now tracking two weather fronts for snow and ice; the first across the North Eastern coast until Wednesday mornin…
185,2023-03-06,16:41:01,RT,"RT @Northpowergrid: During a power cut our first priority is to restore supplies as soon as possible. But what if, due to severe weather, y…"
186,2023-03-06,16:40:47,RT,RT @Northpowergrid: 💡Did you know the quickest way to report a #powercut is by reporting it online? Our power cut map shows the number of p…
187,2023-03-06,16:17:34, ,@Northpowergrid is it safe to eat? https://t.co/ceKbcqlhWc
188,2023-03-06,15:38:47,RT,RT @Northpowergrid: We're now tracking two weather fronts for snow and ice; the first across the North Eastern coast until Wednesday mornin…
189,2023-03-06,15:24:51, ,"@Northpowergrid Hi Northern Powergrid. Do you have any plans for a power cut in the Beverley, East Yorkshire area?"
190,2023-03-06,14:58:30, ,@ashton_014 @Northpowergrid Only in a restaurant.
191,2023-03-06,14:57:20, ,@AusterfieldM @Northpowergrid Don't think it's a joking matter. Yellow snow deserves a warning 😉
192,2023-03-06,14:40:46,I,"Good afternoon @Northpowergrid 

I’d just like to say a big thank you to two of your employees that have been delivering power outage notes around my area. They are a credit to you company, both polite &amp; informative about what will be happening. Please pass on my regards. Thanks."
193,2023-03-06,14:28:43, ,"@mech_mouse @Northpowergrid No, it’s a yellow weather warning for snow and ice. 

But the title is worded slightly different. 

If it was intentional, it’s brilliant. 

If it wasn’t, it’s still brilliant."
